Regions,Transcription Factors,Properties
seq1507_[chr8:77593271-77593441],SP8_Fimo_ENCODE_1,Induction/activity_at_TP_48h
seq1507_[chr8:77593271-77593441],GLIS2_Fimo_ENCODE_1,
seq1507_[chr8:77593271-77593441],SOX9_Fimo_hg19_27,
seq1507_[chr8:77593271-77593441],ZIC5_Fimo_hg19_1,
seq1507_[chr8:77593271-77593441],SOX10_Fimo_ENCODE_8,
seq1914_[chr22:27898396-27898566],E2F4_Fimo_hg19_3,Induction/activity_at_TP_72h
seq1914_[chr22:27898396-27898566],PRDM4_Fimo_ENCODE_1,Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_K27ac_cluster_5
seq1914_[chr22:27898396-27898566],HOMEZ_Fimo_hg19_1,Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_3
seq1914_[chr22:27898396-27898566],ZIC2_Fimo_ENCODE_1,Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_5
seq1914_[chr22:27898396-27898566],,Induction/activity_at_TP_48h
seq832_[chr2:36498299-36498469],MYC_Fimo_ENCODE_9,Induction/activity_at_TP_72h
seq832_[chr2:36498299-36498469],FOXB1_Fimo_ENCODE_4,Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_2
seq832_[chr2:36498299-36498469],HHEX_Fimo_hg19_1,Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_3
seq832_[chr2:36498299-36498469],TFCP2L1_Fimo_ENCODE_1,Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_K27ac_cluster_1
seq832_[chr2:36498299-36498469],RXRA_Fimo_ENCODE_2,Induction/activity_at_TP_48h
seq832_[chr2:36498299-36498469],REST_Fimo_ENCODE_8,
seq832_[chr2:36498299-36498469],REST_Fimo_ENCODE_9,
seq832_[chr2:36498299-36498469],PAX6_Fimo_hg19_3,
seq832_[chr2:36498299-36498469],TCF12_Fimo_ENCODE_5,
seq1886_[chr20:10618280-10618450],PAX6_Fimo_ENCODE_4,Induction/activity_at_TP_0h
seq1886_[chr20:10618280-10618450],PAX6_Fimo_hg19_3,Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_ATACseq_cluster_3
seq1886_[chr20:10618280-10618450],PKNOX2_Fimo_hg19_5,Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_4
seq1886_[chr20:10618280-10618450],,Induction/activity_at_TP_6h
seq1886_[chr20:10618280-10618450],,Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_K27ac_cluster_5
seq1886_[chr20:10618280-10618450],,Induction/activity_at_TP_12h
seq1886_[chr20:10618280-10618450],,Induction/activity_at_TP_3h
seq391_[chr12:62500395-62500565],ZIC3_Fimo_ENCODE_3,Induction/activity_at_TP_24h
seq391_[chr12:62500395-62500565],TCF7L2_Fimo_ENCODE_4,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_3
seq391_[chr12:62500395-62500565],MEIS2_Fimo_ENCODE_2,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_3
seq391_[chr12:62500395-62500565],SNAI3_Fimo_hg19_1,Induction/activity_at_TP_48h
seq391_[chr12:62500395-62500565],PKNOX2_Fimo_hg19_5,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_K27ac_cluster_4
seq391_[chr12:62500395-62500565],ZIC5_Fimo_hg19_1,
seq391_[chr12:62500395-62500565],ATF3_Fimo_hg19_1,
seq391_[chr12:62500395-62500565],MEIS3_Fimo_ENCODE_1,
seq391_[chr12:62500395-62500565],GLI2_Fimo_ENCODE_1,
seq1859_[chr2:123819105-123819275],ZIC3_Fimo_ENCODE_3,Induction/activity_at_TP_72h
seq1859_[chr2:123819105-123819275],NFE2L2_Fimo_ENCODE_1,Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_K27ac_cluster_5
seq1859_[chr2:123819105-123819275],ELF1_Fimo_hg19_7,Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_ATACseq_cluster_3
seq1859_[chr2:123819105-123819275],HHEX_Fimo_hg19_1,Consistency/belonging_with/to_MPRA_cluster_4_that_intersect_with_RNAseq_cluster_4
seq1859_[chr2:123819105-123819275],ETV5_Fimo_hg19_31,Induction/activity_at_TP_48h
seq1859_[chr2:123819105-123819275],RXRA_Fimo_ENCODE_2,
seq1859_[chr2:123819105-123819275],TCF12_Fimo_ENCODE_7,
seq217_[chr10:98105168-98105338],JUN_Fimo_hg19_11,Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_ATACseq_cluster_3
seq217_[chr10:98105168-98105338],ELF1_Fimo_hg19_7,Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_RNAseq_cluster_2
seq217_[chr10:98105168-98105338],NFE2L2_Fimo_ENCODE_1,Induction/activity_at_TP_6h
seq217_[chr10:98105168-98105338],ETV5_Fimo_hg19_31,Consistency/belonging_with/to_MPRA_cluster_1_that_intersect_with_K27ac_cluster_2
seq217_[chr10:98105168-98105338],GLI1_Fimo_hg19_11,Induction/activity_at_TP_0h
seq217_[chr10:98105168-98105338],GLI2_Fimo_ENCODE_1,Induction/activity_at_TP_12h
seq217_[chr10:98105168-98105338],,Induction/activity_at_TP_3h
seq2212_[chr1:59249676-59249846],ZIC3_Fimo_ENCODE_3,Induction/activity_at_TP_12h
seq2212_[chr1:59249676-59249846],GLI1_Fimo_hg19_11,pathway_hsa04310
seq2212_[chr1:59249676-59249846],SOX5_Fimo_ENCODE_1,Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_K27ac_cluster_1
seq2212_[chr1:59249676-59249846],ZIC2_Fimo_ENCODE_1,Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_ATACseq_cluster_1
seq2212_[chr1:59249676-59249846],RXRA_Fimo_ENCODE_2,Consistency/belonging_with/to_MPRA_cluster_2_that_intersect_with_RNAseq_cluster_2
seq2212_[chr1:59249676-59249846],GLI1_Fimo_hg19_3,pathway_hsa04010
seq2212_[chr1:59249676-59249846],TCF12_Fimo_ENCODE_5,Induction/activity_at_TP_48h
seq2212_[chr1:59249676-59249846],GLI2_Fimo_ENCODE_1,Induction/activity_at_TP_24h
seq398_[chr12:92860238-92860408],ZIC3_Fimo_ENCODE_3,Induction/activity_at_TP_24h
seq398_[chr12:92860238-92860408],PAX6_Fimo_ENCODE_4,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_3
seq398_[chr12:92860238-92860408],NFAT_Fimo_ENCODE_2,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_1
seq398_[chr12:92860238-92860408],SP8_Fimo_ENCODE_1,Induction/activity_at_TP_48h
seq398_[chr12:92860238-92860408],ATF3_Fimo_hg19_1,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_K27ac_cluster_4
seq398_[chr12:92860238-92860408],TFCP2L1_Fimo_ENCODE_1,
seq398_[chr12:92860238-92860408],SOX9_Fimo_hg19_27,
seq398_[chr12:92860238-92860408],ZIC5_Fimo_hg19_1,
seq398_[chr12:92860238-92860408],SOX10_Fimo_ENCODE_8,
seq1609_[chr9:139695644-139695814],OTX2_Fimo_ENCODE_1,Induction/activity_at_TP_24h
seq1609_[chr9:139695644-139695814],GLI1_Fimo_hg19_11,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_ATACseq_cluster_3
seq1609_[chr9:139695644-139695814],GLI2_Fimo_ENCODE_1,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_RNAseq_cluster_1
seq1609_[chr9:139695644-139695814],GLIS2_Fimo_ENCODE_1,Consistency/belonging_with/to_MPRA_cluster_3_that_intersect_with_K27ac_cluster_5
seq1609_[chr9:139695644-139695814],,Induction/activity_at_TP_48h
